  175233594,16.790, 0.229
  175233993,16.106, 0.240
  175261914,10.917, 0.023
  195192105,18.157, 0.049
  175262354,14.824, 0.057
  195189336,17.526, 0.048
  175290633,17.141, 0.492
  175264566,12.162, 0.046
  307733411,12.057, 0.206
  175262246,11.594, 0.069
  195193236,16.461, 0.183
  175262117,17.202, 0.047
  175234522,,
  175261821, 9.968, 0.006
  175264842,11.245, 0.069
  175264307,15.964, 0.206
  195189401,,
  307678366,11.529, 0.030
  195191757,11.819, 0.057
  195192204,16.364, 0.149
  175262074,12.038, 0.069
  175231632,17.514, 0.047
  195193329,,
  195189162,17.001, 0.047
  307678170,12.149, 0.046
  175239757,17.842, 0.049
  175194919,13.764, 0.103
  307733222,16.255, 1.133
  175262162,,
  175265644,17.988, 0.050
  175234216,14.265, 0.149
  184893133,13.626, 0.103
  184914555, 9.850, 0.030
  175240181,15.224, 0.137
  184893014,,
  175261942,,
  175265950,16.567, 0.092
  175239962,14.973, 0.183
  184893212,13.485, 0.114
  184873452,11.419, 0.046
  175290709,,
  175265688,14.237, 0.126
  195191821,12.823, 0.080
  175239899,11.847, 0.069
  184895088,17.687, 0.047
  175239599,,
  175239004,12.018, 0.057
  307733344,,
  195193053,16.405, 0.664
  195191872,16.889, 0.060
  195189096,16.639, 0.103
  175233258,,
  195191924,11.664, 0.034
  175265504,16.950, 0.200
  175234241,15.028, 0.206
  307733413,,
  175239721,12.655, 0.080
  184892057,12.040, 0.057
  184914078, 9.619, 0.004
  175291905,17.494, 0.047
  307733787,,
  175265829,16.504, 1.133
  184895407,19.630, 0.200
  175239295,19.150, 0.200
  175194794,17.616, 0.048
  175239079,15.839, 0.057
  195191870,,
  175264600,12.166, 0.092
  184892201,12.125, 0.092
  175195078,14.365, 0.103
  184895326,13.139, 0.080
  195193217,13.798, 0.160
  175231607,16.550, 0.200
  175234031,12.489, 0.080
  184896317,,
  184895513,16.251, 0.229
  195192331,15.038, 0.092
  195192095,,
  175195079,17.660, 0.200
  195189611,15.524, 0.076
  184898397,11.489, 0.017
  184873574,17.604, 0.047
  175290623,,
  175266067,,
  175265886,16.729, 0.183
  175290667,12.334, 0.057
  195193671,,
  307678091,16.373, 0.080
  175261915,14.162, 0.126
  175261814,17.140, 0.047
  175266079,13.349, 0.069
  175264304,17.211, 0.047
  307733134,,
  195189070,17.356, 0.047
  307678231,13.315, 0.057
  195193077,14.565, 0.103
  175195032,,
  175234750,16.410, 0.057
  184893128,10.862, 0.010
  184873390,12.445, 0.080
  175194672,12.366, 0.057
  175264766,17.900, 0.200
  175262071,13.083, 0.103
  195192278,14.496, 0.057
  307678008,10.585, 0.010
  175291955,,
  175290622,13.168, 0.114
  184893334,11.818, 0.034
  175233614,12.284, 0.057
  175263993,11.879, 0.030
  184892065,16.685, 1.133
  175239768,12.590, 0.080
  184898694,19.490, 0.200
  175290525,,
  184873554,,
  195188207,16.775, 0.458
  175265790,,
  195192118,13.879, 0.114
  175291909,16.761, 1.133
  184893028,15.294, 0.172
  195192100,17.198, 0.048
  175290537,16.636, 0.103
  175240330,17.540, 0.047
  175290470,,
  175262372,,
  184892944,17.751, 0.047
  175231592,,
  184893218,19.530, 0.200
  175194928,,
  175264651,19.780, 0.200
  184896144,,
  175231948,,
  175290787,,
  307678169,13.649, 0.069
  184873453,,
  175290484,,
  175261832,12.435, 0.046
  307678337,17.903, 0.048
  184893357,15.172, 0.103
  184896137,17.800, 0.200
  184893030,,
  184895133,15.614, 0.034
  175290816,13.477, 0.114
  307678603,15.573, 0.183
  175290603,12.029, 0.069
  184896505,,
  307678318,15.662, 0.092
  184914515,14.780, 0.206
  307733794,16.330, 0.389
  175292008,14.138, 0.137
  175261955,13.626, 0.137
  307733219,16.548, 0.057
  175291996,,
  175290922,14.353, 0.172
  178279059,,
  175265552,,
  195191917,,
  195192352,13.844, 0.092
  195193025,17.236, 0.047
  184873385,,
  184895186,10.073, 0.006
  175291721,13.447, 0.160
  175233995,,
  184873509,13.941, 0.137
  195191831,,
  195188915,,
  195192980,19.390, 0.200
  195191855,15.666, 0.092
  184898435,12.840, 0.080
  184893187,,
  175290827,,
  184898463,14.216, 0.137
  195192248,14.510, 0.194
  178277678,,
  195188361,,
  195188050,,
  175233644,,
  195187947,,
  175233611,,
  184893215,19.960, 0.200
  184873585,16.833, 0.343
  184896142,17.455, 0.047
  175264916,11.381, 0.018
  184895539,16.525, 0.355
  307733261,,
  175262013,11.952, 0.069
  175234611,17.156, 0.047
  175265814,13.546, 0.092
  175264953,14.216, 0.126
  178278865,,
  175291677,,
  175265990,14.941, 0.080
  195191988,,
  175261905,11.082, 0.034
  175264267,,
  175240462,,
  175262370,,
  175262210,,
  195193150,16.746, 0.309
  184916422,16.660, 0.172
  175233618,,
  175264915,13.695, 0.126
  195193221,,
  175264858,,
  184892209,12.184, 0.103
  195189140,,
  175264305,,
  175240096,,
  184896414,,
  175239997,12.485, 0.057
  195189161,,
  184895089,16.325, 0.172
  175291770,,
  184892917,,
  195189084,12.281, 0.057
  175265678,16.632, 0.126
  175265547,,
  307733179,,
  175234805,,
  195189326,15.387, 0.080
  184892086,,
  175240021,17.844, 0.049
  175240085,,
  307733369,,
  195189612,15.570, 0.172
  307678247,16.553, 0.240
  184895271,14.112, 0.103
  175261797,16.450, 0.200
  195192291,18.117, 0.048
  184892738,16.968, 0.046
  195189354,,
  184914348,,
  184893191,,
  175291010,17.502, 0.046
  184895645,12.084, 0.069
  307733153,,
  175194875,,
  184914340,16.654, 0.400
  175290898,,
  175241573,,
  307678805,,
  175265546,16.552, 1.133
  184896500,,
  195192416,,
  195189206,13.108, 0.069
  175264870,,
  195188988,16.824, 1.133
  175261793,,
  175264897,,
  175290836,13.571, 0.126
  175291705,13.605, 0.172
  184892124,,
  175231884,17.201, 0.047
  195188033,12.853, 0.172
  175240257,,
  175291692,13.433, 0.149
  175265551,,
  307678737,15.427, 0.149
  195189437,16.821, 0.047
  178267072,,
  307733333,19.930, 0.200
  307678329,15.963, 0.172
  184893118,12.282, 0.046
  195193564,14.953, 0.057
  195189148,,
  175290882,15.344, 0.080
  175264387,,
  184914129,,
  175194809,13.830, 0.172
  175265540,10.142, 0.007
  184873409,,
  178266660,,
  307733346,,
  178277738,,
  184892783,,
  307678274,12.790, 0.057
  184914161,,
  184873578,,
  175291050,17.161, 0.047
  184916721,17.005, 1.133
  175265529,,
  178277917,,
  175265474,12.759, 0.092
  195188919,14.958, 0.006
  175291749,,
  178266909,,
  175234737,,
  184896075,12.334, 0.092
  195193645,16.870, 0.080
  184914188,,
   21287536,,
  184916403,19.947, 0.121
  175194612,19.310, 0.200
  175291727,12.163, 0.080
  175265500,,
  175239124,17.513, 0.048
  184895563,12.629, 0.103
  175194920,,
  195192367,,
  184896098,14.079, 0.137
  178278923,17.369, 0.047
  195193606,14.654, 0.103
  178278014,16.766, 0.641
  175240655,,
  175265494,12.892, 0.114
  184892743,13.925, 0.137
  195189581,,
  307678497,,
  175241594,,
  195189343,14.607, 0.092
  178267914,,
  178277851,17.096, 0.047
  195189669,,
  307680955,14.903, 0.114
  175265577,,
  175290453,,
  175262258,20.276, 0.226
  184893012,,
  195193132,,
  195188269,,
  195193219,13.642, 0.057
  184898665,,
  195192984,,
  178277298,17.430, 0.200
  175290472,,
  184898698,,
  332022923,16.094, 0.103
  331989623,18.460, 0.200
  195189406,,
  175265813,17.141, 1.133
  178277803,16.535, 0.126
  175266015,,
  178278689,15.466, 0.149
  195189558,14.704, 0.160
  175231944,17.252, 0.047
  184914518,14.190, 0.126
  184893061,,
  178277237,16.906, 1.133
  184914059,,
  184914843,10.530, 0.030
  178267232,17.630, 0.200
  331989601,16.313, 0.572
  178268381,12.967, 0.080
  184916747,17.140, 0.200
  175240357,,
  175291329,,
  184898422,10.297, 0.006
  195187938,14.536, 0.149
  307733281,,
  175238255,,
  175266089,,
  195187806,,
  175290546,,
   21275706,16.916, 0.048
  175233248,,
  178247259,14.734, 0.160
  175194593,,
  195193093,13.376, 0.069
  178278997,,
  178277951,13.295, 0.103
  353931561,10.440, 0.030
  307678358,12.241, 0.046
  353931586,,
  175239969,,
  195189357,19.894, 0.162
  184898875,14.547, 0.114
  178246141,15.509, 0.126
  184898394,,
  195192289,13.570, 0.057
  178268415,13.108, 0.069
  307678809,,
  184895512,13.387, 0.149
  178279352,14.678, 0.103
  175292491,,
  184896375,,
  175240612,,
  184916498,18.040, 0.200
  238607424,,
  184916109,,
   21287512,15.896, 0.183
  178245905,14.750, 0.114
  307733783,,
  178245389,,
  175265962,16.255, 0.080
  307678469,11.274, 0.019
  195192923,13.928, 0.126
  302922251,15.303, 0.149
  184914025,,
  175265493,,
  184893654,10.523, 0.008
  178268391,,
  175290956,14.039, 0.160
  175261884,12.682, 0.069
  184914037,,
  184896649,,
  357266893,15.109, 0.195
  195189244,12.507, 0.057
  307733847,,
   21337549,,
  337632047,,
  184895054,,
  178277699,13.732, 0.092
  332022991,16.026, 0.355
  195191891,12.563, 0.080
  184914118,13.738, 0.092
  178246079,18.740, 0.200
  195193924,14.352, 0.080
   21247522,15.168, 0.137
  184913985,,
  175262153,17.047, 0.047
  307733900,12.987, 0.080
  337632006,15.133, 0.160
  184892291,10.715, 0.011
   21223933,,
  175231776,13.525, 0.069
  178267925,12.722, 0.069
  175194649,19.640, 0.200
  178245472,15.363, 0.114
  184895450,16.567, 0.275
  184896534,,
  195189405,18.500, 0.200
  195188964,,
  353931221,19.300, 0.200
  184892378,,
  178277927,13.051, 0.080
  175291570,,
  175194609,,
  353931339,17.339, 0.047
  175290841,,
  175194358,13.283, 0.057
  175193977,,
  175290851,11.436, 0.057
  178277445,13.984, 0.137
  184895464,,
  184896376,13.950, 0.160
  331989886,,
  178277330,16.675, 1.133
  175291818,,
   21223954,10.964, 0.012
  175264871,13.906, 0.103
  178218260,15.629, 0.103
  178217955,,
  184896115,,
  175291549,,
  178246707,19.190, 0.200
  195189210,11.522, 0.034
  184898073,16.890, 0.200
  175290168,,
  178278878,,
  178267335,,
  195189610,,
  175265395,,
   14703702,,
  195194076,,
   21287322,17.780, 0.200
  175261791,16.142, 0.229
  238606286,,
  353931099,,
   21275548,15.860, 0.200
  184893045,11.595, 0.043
  184892855,,
  197191573,,
  184914104,18.015, 0.047
  178277274,,
  238606070,,
  302922710,,
   21275777,,
  184895531,,
  195188667,16.503, 1.133
  195193454,,
  333871534,19.740, 0.200
  178245891,,
  184873412,,
   21275808,11.299, 0.015
   14638439,17.501, 0.050
   21275936,,
  184873064,,
  332025251,,
  175235722,,
  195189116,,
   21275909,,
  175291531,,
  195192388,12.540, 0.069
  195189408,15.867, 0.183
  337606255,,
  184938999,,
  178277240,,
  175263724,,
  178247069,14.973, 0.149
  307679520,16.986, 1.133
  195193600,,
  195189665,11.947, 0.046
  238606427,12.623, 0.080
   21337351,19.980, 0.200
  175291519,16.072, 0.114
  175289000,16.760, 1.133
  184914020,12.833, 0.092
  184893043,17.585, 0.047
  178178234,11.836, 0.034
  331989193,19.900, 0.200
  175264744,19.890, 0.200
  184896915,17.900, 0.200
  184892167,14.546, 0.103
  184892292,16.247, 0.355
  184893036,,
  184894647,11.952, 0.057
  175195033,13.942, 0.092
  178268371,12.226, 0.046
   14678570,15.819, 0.126
  178278494,,
  195189039,,
  175194294,19.730, 0.200
  337606295,,
  307678026,18.650, 0.200
   14703968,,
  184895599,,
  184873160,,
   20497187,17.228, 0.047
  175290654,,
  184898373,15.387, 0.103
  184898110,,
   21287582,15.403, 0.149
  175265645,12.392, 0.080
  178245191,13.926, 0.069
  175233134,,
  178277450,,
  175291572,,
  178270158,18.240, 0.200
   21247218,,
   14638377,,
  178277246,12.688, 0.080
  175263550,,
  302923006,16.857, 0.195
  332023535,13.891, 0.114
  331989648,,
  175265610,,
  178268711,17.805, 0.047
  175265440,,
  175262001,12.766, 0.092
   21247212,,
  184914277,,
   14605312,,
   46298219,,
  175292613,19.060, 0.200
   20484424,16.215, 0.057
  331989841,,
  178279983,17.297, 0.047
  184892778,16.413, 1.133
  293366998,,
  178245830,10.718, 0.012
  184896937,17.797, 0.047
  238606361,,
  175263123,,
  332023059,19.980, 0.200
   20492930,19.390, 0.200
  238607204,,
  293497121,15.739, 0.114
  337606175,,
  358115130, 9.932, 0.005
  175291652,17.277, 0.047
  337606436,,
  353931428,,
  184897149,18.060, 0.200
   20421524,17.233, 0.047
  178269883,19.650, 0.200
  175262267,,
   21247108,,
   14678723,14.265, 0.126
   14600692,17.446, 0.047
  293377712,,
   21275528,14.369, 0.149
  175194226,,
   20484319,17.245, 0.047
  175291744,,
  302922819,13.598, 0.103
   14678605,12.645, 0.092
  184898035,16.917, 1.133
  197219057,14.599, 0.092
  175233768,,
  175289783,18.280, 0.200
  184893006,21.034, 0.100
  197192363,14.927, 0.114
   20484985,,
  184895386,,
  331988873,15.996, 0.137
   14605020,16.525, 0.206
   21337268,,
  195188860,,
  178267679,16.827, 0.103
  184914077,,
  175240025,18.135, 0.048
   21276069,16.685, 1.133
  197191411,,
  197251751,17.670, 0.200
  353931181,16.250, 0.057
  184914208,19.920, 0.200
   14636266,,
  184895591,10.130, 0.006
  195193396,18.956, 0.093
  197241845,13.869, 0.114
  331989994,16.874, 1.133
  353931244,,
  195192452,12.615, 0.069
   21337002,,
  178217822,,
  178247257,,
  197218788,,
   14703588,,
  307678309,,
  337632317,18.197, 0.048
  178219738,,
    6994247,,
  307680731,19.694, 0.119
  175290896,13.004, 0.114
  178218996,,
   14568993,16.575, 0.480
  178270192,,
    7022683,17.063, 0.046
  353931437,19.400, 0.200
  197241435,17.733, 0.047
   14604955,,
  178267048,,
  195193492,20.434, 0.160
  184916674,,
  197221743,,
  184939336,,
  331989194,,
   21275529,,
  178247592,,
  178218470,,
  331988851,,
   21275457, 9.904, 0.005
  197190717,,
  175234418,,
   14634236,,
  175265875,13.760, 0.126
  184897199,17.136, 0.046
   14703778,10.991, 0.011
  178177521,,
  358115582,,
  178216798,12.364, 0.057
  197215657,19.640, 0.200
  337606767,,
  175291073,17.893, 0.047
  175288948,,
   14638194,13.952, 0.080
  307680316,18.620, 0.200
  175195014,13.640, 0.126
  175234554,16.216, 0.549
   46255964,,
   14677040,13.898, 0.114
  203225024,,
   46363336,15.377, 1.133
  238605470,13.085, 0.069
  175288787,,
  197244779,,
   46363036,18.550, 0.200
   14701843, 9.650, 0.030
   14636515,14.669, 0.080
  197192987,12.490, 0.092
  184892273,,
   21224554,,
   14703139,12.880, 0.080
   20535927,,
  197221769,19.140, 0.200
   21224431,15.220, 0.206
   21223275,16.547, 0.217
   20484049,17.042, 1.133
  184892275,12.412, 0.080
  178267345,17.467, 0.047
   14676338,,
  302923172,17.122, 0.046
  175240139,14.144, 0.114
  195191188,,
    7058742,15.138, 0.172
  184916933,,
   26079418,18.240, 0.200
   26079243,17.590, 0.200
   26081460,18.890, 0.200
   26081408,18.030, 0.200
   61116674,11.441, 0.023
   61116955,12.090, 0.057
   26109664,18.700, 0.200
   26113333,,
   26126184,16.180, 0.200
   26126856,19.140, 0.200
   26127347, 9.860, 0.030
   26127491,16.880, 0.200
   26127504,19.450, 0.200
   26175355,17.540, 0.200
   26178271,19.080, 0.200
  113918514,14.189, 0.019
   46634036,12.283, 0.057
  113918237,,
  113918809,19.140, 0.200
  113922821,17.830, 0.200
  113922425, 9.154, 0.003
  113951451,18.190, 0.200
  113951846,19.250, 0.200
  113955896,17.190, 0.200
  113955498,10.090, 0.030
  113955775,15.156, 0.030
  113980275,15.273, 0.068
  427580717,,
  113981932,17.720, 0.200
  113982669,16.730, 0.200
  113982460,18.430, 0.200
  427580873,16.770, 0.200
  113981961,17.180, 0.200
  113981992,19.830, 0.200
  427580743,,
  114029066,,
  353927363,19.590, 0.200
  353927437,,
  114029659,18.330, 0.200
  353927317,18.470, 0.200
  353927315,16.756, 0.297
  353927374,17.900, 0.200
  346592180,11.863, 0.211
  114029882,15.170, 0.200
  114029810,10.734, 0.009
  114031019,15.987, 0.195
  114029945,,
  114030914,,
  114029971,11.007, 0.013
  114031127,,
  114029855,12.735, 0.092
  346592587,18.700, 0.200
  114060387,17.230, 0.200
  114060441,,
  114059160,15.920, 0.200
  114060200,14.084, 0.172
  114060454,,
  346592680,,
  346592477,17.720, 0.200
  114059619,,
  114060141,18.350, 0.200
  114060078,18.130, 0.200
  346592508,17.136, 1.133
  114060377,11.143, 0.015
  258031958,18.870, 0.200
  114060639,,
  258032108,,
  114060582,14.636, 0.037
  114060967,19.100, 0.200
  114060949,19.630, 0.200
  258032073,,
  258031991,18.800, 0.200
  114060720,14.020, 0.200
  258031920,,
  114060999,16.830, 0.200
  114060609,14.804, 0.005
  258032013,,
  258032026,16.380, 0.200
  114084989,15.980, 0.200
  258067034,16.280, 0.200
  114084814,15.835, 0.172
  258067247,16.060, 0.200
  258067138,19.830, 0.200
  114083269,18.540, 0.200
  114084607,18.740, 0.200
  258067231,18.660, 0.200
  258066973,14.522, 0.126
  114083795, 9.850, 0.030
  114084962,19.630, 0.200
  114084456,14.472, 0.049
  258067178,,
  114084277,17.030, 0.200
  114084389,15.062, 0.031
  114083477,17.790, 0.200
  258067199,,
  114085299,17.062, 1.133
  258067348,15.934, 0.149
  258067363,18.980, 0.200
  258067352,17.970, 0.200
  258067448,14.568, 0.172
  114085308,16.630, 0.200
  114085414,18.680, 0.200
  258067341,,
  114085080,19.730, 0.200
  114085193,,
  258067431,17.121, 1.133
  114085393,18.640, 0.200
  258067594, 9.470, 0.001
  258067389,16.160, 0.200
  258067465,18.720, 0.200
  114086686,,
  114085501,12.183, 0.057
  114085734,14.016, 0.126
  258067474,19.440, 0.200
  258067676,11.979, 0.031
  114166663,15.181, 0.160
  114165905,19.020, 0.200
  114166455,,
  302545798,16.330, 0.200
  302546100,19.000, 0.200
  302545769,16.870, 0.200
  302545818,16.021, 0.114
  114167104,,
  114166657,,
  114166513,11.620, 0.040
  302545930,18.930, 0.200
  114166829,10.510, 0.001
  114167126,,
  114166696,,
  114166622,,
  302545922,15.840, 0.200
  114166586,19.130, 0.200
  302545817,,
   67768213,10.790, 0.001
   67768165,11.862, 0.028
   67768398,18.200, 0.200
   67768296,14.620, 0.091
  302546047,14.477, 0.056
  302545959,14.297, 0.078
   67768229,,
   67768181,18.130, 0.200
   67768203,19.490, 0.200
  405483694,16.000, 0.200
  405483714,18.800, 0.200
  405483914,,
  405483758,16.800, 0.200
   67768459,17.099, 1.133
   67768395,10.459, 0.009
   67768260,13.927, 0.103
  405483894,10.908, 0.012
  405483900,,
  405483551,14.263, 0.160
  405483789,14.437, 0.114
  405484037,,
  405483908,,
  405484052, 9.660, 0.001
   67768258,11.014, 0.005
   67768116,,
  405483746,10.688, 0.025
  405483878,11.598, 0.034
   67787123,15.575, 0.183
   67787155,,
  405483684,17.048, 1.133
  405483883,16.558, 0.114
  348638787,,
   67787249,11.489, 0.062
   67785604,15.330, 0.200
   67787441,,
  348639202,11.374, 0.057
  348638809,10.802, 0.011
  348639169,10.467, 0.057
  348638984,16.858, 0.309
  348638903,,
   67787445,,
  348638801,10.621, 0.038
  348638810,11.167, 0.057
  348639084,,
   67787307,16.880, 0.200
  348638812,13.071, 0.114
   67787166,,
  348639179,13.759, 0.092
  348639155, 9.063, 0.012
  348638752,17.132, 1.133
  348638813,15.312, 0.149
  348638859,17.230, 0.200
  348638902,11.456, 0.046
  348638969,19.180, 0.200
  348639006,17.660, 0.200
  348638763,14.027, 0.103
  348639093,,
  348639217,,
  348639128,13.459, 0.126
   67785558,11.881, 0.023
   67787319,17.230, 0.200
  348639247,14.508, 0.286
  348639216,14.387, 0.126
   67787656,16.639, 0.503
  348638992,,
   67787912,15.658, 0.092
   67787866,17.970, 0.200
  348638938,16.850, 0.200
  348638782, 9.828, 0.008
   67788115,10.954, 0.011
  385509219,19.401, 0.068
  385509405,17.453, 0.055
  385509305,,
  385508943,13.496, 0.092
   67788486,,
  385509436,10.833, 0.057
  385509186,18.002, 0.067
  385509432,,
  385509190,10.415, 0.023
   67787604,,
  385509415,16.924, 1.133
   67787704,,
  385509435,,
   67787715,14.054, 0.092
   67787736,19.240, 0.200
  385509004,,
   67789284, 9.382, 0.004
   67787504,11.966, 0.012
